"sex","age","disease","dw_raw","dw_adj"
2,60,"breast_cancer",0.0679523670020385,0.0814727629632065
1,61,"breast_cancer",0.0891400396811014,0.104694467319854
2,61,"breast_cancer",0.0670871972414825,0.0807286051555424
1,62,"breast_cancer",0.0895773409219201,0.105329473388998
2,62,"breast_cancer",0.0664004745581714,0.0803873970329988
1,63,"breast_cancer",0.0894477429694367,0.105416942648108
2,63,"breast_cancer",0.0659096745699653,0.0803183142197869
1,64,"breast_cancer",0.0889747124283243,0.105458686164784
2,64,"breast_cancer",0.0655483085021094,0.0802685317980786
1,65,"breast_cancer",0.0883977619333965,0.105489802174941
2,65,"breast_cancer",0.0652804573288999,0.0802394079787682
1,66,"breast_cancer",0.0879518340287354,0.105545452398392
2,66,"breast_cancer",0.0650712732613842,0.0802323142061442
1,67,"breast_cancer",0.0878676412290434,0.105660885254076
2,67,"breast_cancer",0.0648865791119431,0.0802486388367163
1,68,"breast_cancer",0.0883359279607327,0.106325658097378
2,68,"breast_cancer",0.0647212061996763,0.0803528597069376
1,69,"breast_cancer",0.0892077255782446,0.107755829697104
2,69,"breast_cancer",0.0645973126404793,0.0805900146721186
1,70,"breast_cancer",0.0902003844978463,0.109573751495803
2,70,"breast_cancer",0.0645220835389791,0.0809325956984953
1,71,"breast_cancer",0.0910205150509594,0.111383162606211
2,71,"breast_cancer",0.0645027690027788,0.081353107127498
1,72,"breast_cancer",0.0913648853417897,0.112762323535765
2,72,"breast_cancer",0.0645467436225815,0.081823747004687
1,73,"breast_cancer",0.0913682574258102,0.113405643830451
2,73,"breast_cancer",0.0646351115108719,0.0823182211521735
1,74,"breast_cancer",0.0913702883445236,0.113581788513255
2,74,"breast_cancer",0.0647630879920024,0.0828564998055443
1,75,"breast_cancer",0.0913731367244642,0.113721880712871
2,75,"breast_cancer",0.0649595785769862,0.0834806659944296
1,76,"breast_cancer",0.0913789614956632,0.11426114539933
2,76,"breast_cancer",0.065254005875817,0.0842342410266864
1,77,"breast_cancer",0.0913899223398554,0.115645898978919
2,77,"breast_cancer",0.0656766827741325,0.0851627334744357
1,78,"breast_cancer",0.0922043062425163,0.11816260025268
2,78,"breast_cancer",0.0662296598463301,0.0862584747844133
1,79,"breast_cancer",0.0942786592660366,0.121574559916268
2,79,"breast_cancer",0.0668964863955559,0.0874987934500737
1,80,"breast_cancer",0.0971053784877473,0.125547107734449
2,80,"breast_cancer",0.0676811472978402,0.088910043338326
1,81,"breast_cancer",0.100138080937282,0.12970613932681
2,81,"breast_cancer",0.0685882764517423,0.0905208049955754
1,82,"breast_cancer",0.102763699775719,0.133626515429151
2,82,"breast_cancer",0.069623202111673,0.0923623940098097
1,83,"breast_cancer",0.105355770577603,0.13783612707265
2,83,"breast_cancer",0.0710869188086454,0.0948608229551444
1,84,"breast_cancer",0.108346808099948,0.142663476904972
2,84,"breast_cancer",0.0730052701579149,0.0980520371481121
1,85,"breast_cancer",0.11111499014058,0.147265780717435
2,85,"breast_cancer",0.0749433424316355,0.101335301307198
1,86,"breast_cancer",0.112976329060897,0.150691985485336
2,86,"breast_cancer",0.076420826131876,0.104029304972119
1,87,"breast_cancer",0.113219200082174,0.151927961446786
2,87,"breast_cancer",0.0769264553203557,0.105389611893908
1,88,"breast_cancer",0.111771459797368,0.150809580659967
2,88,"breast_cancer",0.0763319884973141,0.105198061693422
1,89,"breast_cancer",0.109122327892402,0.147987092657443
2,89,"breast_cancer",0.074974565990862,0.103915717324705
1,90,"breast_cancer",0.105445384955098,0.143712913921362
2,90,"breast_cancer",0.0730508990632502,0.101820994880372
1,91,"breast_cancer",0.100932768065801,0.138266882472596
2,91,"breast_cancer",0.0707569464363352,0.0991962037033179
1,92,"breast_cancer",0.0957826483892841,0.131936309612436
2,92,"breast_cancer",0.0682766498095596,0.0963104499221753
1,93,"breast_cancer",0.0897833341445691,0.124416380443465
2,93,"breast_cancer",0.0654985045588737,0.0930055646373557
1,94,"breast_cancer",0.0830843544083436,0.115862336833705
2,94,"breast_cancer",0.0623775288166255,0.089191253536959
1,95,"breast_cancer",0.0763222441285891,0.107125674807938
2,95,"breast_cancer",0.0591585963106942,0.0851939269643968
1,96,"breast_cancer",0.0699817992212488,0.0988704473738102
2,96,"breast_cancer",0.0560474404762936,0.0812948933457306
1,97,"breast_cancer",0.0644043046320776,0.0915790522788244
2,97,"breast_cancer",0.0532104891232224,0.0777286949895865
1,98,"breast_cancer",0.0594895257077634,0.0851299752952942
2,98,"breast_cancer",0.0506223451621615,0.0744668475835782
1,99,"breast_cancer",0.0549498001593513,0.0791350479552095
2,99,"breast_cancer",0.0481600878312284,0.071341882039558
1,100,"breast_cancer",0.0507565071603622,0.0735622886433455
2,100,"breast_cancer",0.0458175940383991,0.0683480541758371
1,0,"colon_cancer",0,0
2,0,"colon_cancer",0,0
1,1,"colon_cancer",0,0
2,1,"colon_cancer",0,0
1,2,"colon_cancer",0,0
2,2,"colon_cancer",0,0
1,3,"colon_cancer",0,0
2,3,"colon_cancer",0,0
1,4,"colon_cancer",0,0
2,4,"colon_cancer",0,0
1,5,"colon_cancer",0,0
2,5,"colon_cancer",0,0
1,6,"colon_cancer",0,0
2,6,"colon_cancer",0,0
1,7,"colon_cancer",0,0
2,7,"colon_cancer",0,0
1,8,"colon_cancer",0,0
2,8,"colon_cancer",0,0
1,9,"colon_cancer",0,0
2,9,"colon_cancer",0,0
1,10,"colon_cancer",0,0
2,10,"colon_cancer",0,0
1,11,"colon_cancer",0,0
2,11,"colon_cancer",0,0
1,12,"colon_cancer",0,0
2,12,"colon_cancer",0,0
1,13,"colon_cancer",0,0
2,13,"colon_cancer",0,0
1,14,"colon_cancer",0,0
2,14,"colon_cancer",0,0
1,15,"colon_cancer",0.11326915713054,0.121820798971425
2,15,"colon_cancer",0.109514500539576,0.126481160366043
1,16,"colon_cancer",0.112545639695638,0.121175032214218
2,16,"colon_cancer",0.10945304637225,0.125931483346163
1,17,"colon_cancer",0.111826743796658,0.120532688638505
2,17,"colon_cancer",0.109391626689989,0.125384195178704
1,18,"colon_cancer",0.111112934081019,0.119889040804299
2,18,"colon_cancer",0.109347196466203,0.124874040408772
1,19,"colon_cancer",0.110404171753708,0.11924414610492
2,19,"colon_cancer",0.109311185968126,0.124400584476887
1,20,"colon_cancer",0.109699686506445,0.118605049716689
2,20,"colon_cancer",0.10924535406906,0.123911676496848
1,21,"colon_cancer",0.108998727018784,0.117978646564529
2,21,"colon_cancer",0.109111568665812,0.123355996451978
1,22,"colon_cancer",0.108300560697736,0.117371686723622
2,22,"colon_cancer",0.108871977360582,0.122683225341094
1,23,"colon_cancer",0.107692887721058,0.116888278681306
2,23,"colon_cancer",0.108423199076988,0.121946962690931
1,24,"colon_cancer",0.107174708157527,0.116522341449679
2,24,"colon_cancer",0.107708857295791,0.121182125025071
1,25,"colon_cancer",0.106614400379039,0.116117079057402
2,25,"colon_cancer",0.106762869733403,0.120312823056385
1,26,"colon_cancer",0.105883186356098,0.115518010183289
2,26,"colon_cancer",0.105619766539534,0.119265560159857
1,27,"colon_cancer",0.104856416647484,0.114574515981741
2,27,"colon_cancer",0.104314056864232,0.117970106906718
1,28,"colon_cancer",0.103381050231301,0.113111646314607
2,28,"colon_cancer",0.102735265139151,0.116304314931743
1,29,"colon_cancer",0.101559039214257,0.111248855363123
2,29,"colon_cancer",0.100878275866472,0.114332740403604
1,30,"colon_cancer",0.0996429053379656,0.109271870154337
2,30,"colon_cancer",0.0989276144450367,0.112260405740292
1,31,"colon_cancer",0.0978684641917053,0.107448772674062
2,31,"colon_cancer",0.0970553742947022,0.110279322352301
1,32,"colon_cancer",0.0964553220724733,0.106030415267894
2,32,"colon_cancer",0.0954210505574913,0.10856837426466
1,33,"colon_cancer",0.0954427331114241,0.105062894772115
2,33,"colon_cancer",0.0939710267068853,0.106976652083355
1,34,"colon_cancer",0.0946703166680243,0.104364881848986
2,34,"colon_cancer",0.0925923981854253,0.10538146689188
1,35,"colon_cancer",0.094052372529861,0.103839972865632
2,35,"colon_cancer",0.0913449085131078,0.103986524005081
1,36,"colon_cancer",0.0935063955980846,0.103394857124423
2,36,"colon_cancer",0.090285306865536,0.102985357557365
1,37,"colon_cancer",0.0929520956796698,0.102938191596836
2,37,"colon_cancer",0.0894683857852223,0.102566967193529
1,38,"colon_cancer",0.0923889743003335,0.102449640398159
2,38,"colon_cancer",0.0889789226070213,0.102517681557623
1,39,"colon_cancer",0.091869301526333,0.101989303653313
2,39,"colon_cancer",0.0887712473507545,0.102490825501346
1,40,"colon_cancer",0.0913933966997248,0.101587313791942
2,40,"colon_cancer",0.088706878755851,0.102477691873181
1,41,"colon_cancer",0.0909616194386586,0.101273394352724
2,41,"colon_cancer",0.0886490792707692,0.102469586553645
1,42,"colon_cancer",0.0905743730027423,0.101077076742773
2,42,"colon_cancer",0.0884616983735836,0.102457820502275
1,43,"colon_cancer",0.0903081312661738,0.100986843607835
2,43,"colon_cancer",0.0881899295196883,0.10241120285582
1,44,"colon_cancer",0.0901611669336049,0.100939659521375
2,44,"colon_cancer",0.0879246451714438,0.102280429865123
1,45,"colon_cancer",0.0900176089094673,0.100887927590413
2,45,"colon_cancer",0.0875996379519301,0.102029945452484
1,46,"colon_cancer",0.0897624779395534,0.100784167120646
2,46,"colon_cancer",0.0871497624756264,0.101624893943701
1,47,"colon_cancer",0.0892823752596405,0.1005811466456
2,47,"colon_cancer",0.0865116241859238,0.101031594233394
1,48,"colon_cancer",0.0884227859123507,0.0999778402184076
2,48,"colon_cancer",0.0855146681633593,0.100049316324534
1,49,"colon_cancer",0.0872691582844673,0.0989244813975458
2,49,"colon_cancer",0.0842137915329589,0.0987126150895232
1,50,"colon_cancer",0.0860635974519309,0.0977461000763142
2,50,"colon_cancer",0.0828766120141314,0.0973329864513431
1,51,"colon_cancer",0.0850362890517149,0.0967550143808458
2,51,"colon_cancer",0.0817554330998786,0.0962063076040387
1,52,"colon_cancer",0.0844071388379964,0.0962517585983743
2,52,"colon_cancer",0.0810899121489422,0.0956159616846622
1,53,"colon_cancer",0.0842726897026711,0.0963460149306952
2,53,"colon_cancer",0.0810189611832291,0.095746479420617
1,54,"colon_cancer",0.0844795012554569,0.0968337809095621
2,54,"colon_cancer",0.0813747514530397,0.0964042022932961
1,55,"colon_cancer",0.084870850761181,0.0975427416423208
2,55,"colon_cancer",0.0819350551290897,0.0973030675584573
1,56,"colon_cancer",0.085289273971089,0.09829803755145
2,56,"colon_cancer",0.0824747109581059,0.0981502012220072
1,57,"colon_cancer",0.0855745936542454,0.0989198484948324
2,57,"colon_cancer",0.0827630976743073,0.0986430819904856
1,58,"colon_cancer",0.0857179733943477,0.0993939010641918
2,58,"colon_cancer",0.0827236123434826,0.0987969477108751
1,59,"colon_cancer",0.0858258839787217,0.099839517228974
2,59,"colon_cancer",0.0825093423420559,0.0988700764236979
1,60,"colon_cancer",0.0859094493936048,0.100273958668049
2,60,"colon_cancer",0.0822317888593956,0.0989203873328979
1,61,"colon_cancer",0.0859798659812614,0.10071480385841
2,61,"colon_cancer",0.0820014297650072,0.0990059945405724
1,62,"colon_cancer",0.0860483779482667,0.101179943967845
2,62,"colon_cancer",0.0819276093856405,0.0991852438927703
1,63,"colon_cancer",0.0860902500481508,0.101643324916895
2,63,"colon_cancer",0.0820325776344302,0.0995856621906591
1,64,"colon_cancer",0.0860979204287963,0.102092911689445
2,64,"colon_cancer",0.0822435006243023,0.100239552661314
1,65,"colon_cancer",0.0861084703839573,0.102568408429307
2,65,"colon_cancer",0.0825269699123631,0.101062554503284
1,66,"colon_cancer",0.0861590131793341,0.10311027462252
2,66,"colon_cancer",0.082849372723805,0.101968625036238
1,67,"colon_cancer",0.086286786489349,0.103759906589828
2,67,"colon_cancer",0.0831766627949197,0.102868945529666
1,68,"colon_cancer",0.0864664122000398,0.104495988560208
2,68,"colon_cancer",0.0835219128890651,0.103788371787121
1,69,"colon_cancer",0.0866733151592541,0.105292979820358
2,69,"colon_cancer",0.083908526311977,0.104788976949248
1,70,"colon_cancer",0.0869464715519651,0.106187718539779
2,70,"colon_cancer",0.0843173363356171,0.105834463653799
1,71,"colon_cancer",0.087325455645699,0.10721845982324
2,71,"colon_cancer",0.0847288260624539,0.106887115723484
1,72,"colon_cancer",0.0878508285627346,0.10842528304192
2,72,"colon_cancer",0.0851230995658812,0.107907704900805
1,73,"colon_cancer",0.0885417162372415,0.109828599149468
2,73,"colon_cancer",0.0854263701202945,0.108797628153035
1,74,"colon_cancer",0.0893753816446114,0.111410807043657
2,74,"colon_cancer",0.0856510107593719,0.109580058276482
1,75,"colon_cancer",0.0903304822442261,0.113156358208901
2,75,"colon_cancer",0.0859071902263915,0.110400800173141
1,76,"colon_cancer",0.0913851734988511,0.115049076910306
2,76,"colon_cancer",0.0863064965472099,0.111410205929147
1,77,"colon_cancer",0.092516818879585,0.117071887316108
2,77,"colon_cancer",0.0869630730835491,0.112764724135079
1,78,"colon_cancer",0.0936984005490603,0.119189084004992
2,78,"colon_cancer",0.0879198087038106,0.114508040955133
1,79,"colon_cancer",0.0949491689080824,0.121420741182248
2,79,"colon_cancer",0.0891097881022217,0.116553190812337
1,80,"colon_cancer",0.0963170489205816,0.12383636537371
2,80,"colon_cancer",0.0904849470671532,0.1188664921681
1,81,"colon_cancer",0.097852895889218,0.126511154470598
2,81,"colon_cancer",0.0919951518435911,0.121412515831786
1,82,"colon_cancer",0.0996112106961542,0.129527245633006
2,82,"colon_cancer",0.093587242578467,0.124153177549338
1,83,"colon_cancer",0.101605514456973,0.13292969644845
2,83,"colon_cancer",0.0951854275468084,0.127018699667278
1,84,"colon_cancer",0.103815896987843,0.136697490973904
2,84,"colon_cancer",0.0968298877055066,0.130050443287326
1,85,"colon_cancer",0.106250799643329,0.140819046480859
2,85,"colon_cancer",0.0986449934332102,0.133383697706299
1,86,"colon_cancer",0.108919731653988,0.14528114657206
2,86,"colon_cancer",0.100764796486703,0.137167998237542
1,87,"colon_cancer",0.11183330789952,0.150068243537254
2,87,"colon_cancer",0.103336152329297,0.141571023170654
1,88,"colon_cancer",0.115389769683528,0.155893208402785
2,88,"colon_cancer",0.106735277454292,0.147098805147677
1,89,"colon_cancer",0.119648008192882,0.162892589633276
2,89,"colon_cancer",0.110946834906338,0.153773746894419
1,90,"colon_cancer",0.12405770984751,0.170067150829221
2,90,"colon_cancer",0.11549660851174,0.160983365499609
1,91,"colon_cancer",0.12798534821433,0.176235647837944
2,91,"colon_cancer",0.119830416838053,0.167993717043969
1,92,"colon_cancer",0.130723312996959,0.180065510686586
2,92,"colon_cancer",0.123311782556036,0.173942530745181
1,93,"colon_cancer",0.131838168959116,0.181798589071168
2,93,"colon_cancer",0.125608388643494,0.178359478398104
1,94,"colon_cancer",0.131724293828068,0.182770266780119
2,94,"colon_cancer",0.127060876436216,0.181679509590162
1,95,"colon_cancer",0.130908742846183,0.183249622472017
2,95,"colon_cancer",0.128020299759045,0.184361238227363
1,96,"colon_cancer",0.129924465748494,0.183514580890026
2,96,"colon_cancer",0.12885885871361,0.186905362434996
1,97,"colon_cancer",0.129292757700606,0.183846534550423
2,97,"colon_cancer",0.129960934621199,0.189844032899975
1,98,"colon_cancer",0.129008530764499,0.184306856342656
2,98,"colon_cancer",0.131333184807791,0.193194689507547
1,99,"colon_cancer",0.128724928650327,0.184768330705716
2,99,"colon_cancer",0.13271992450679,0.196604483605671
1,100,"colon_cancer",0.128441949984533,0.185230960525452
2,100,"colon_cancer",0.13412130671214,0.200074458942841
1,0,"coronary_heart_disease",0,0
2,0,"coronary_heart_disease",0,0
1,1,"coronary_heart_disease",0,0
2,1,"coronary_heart_disease",0,0
1,2,"coronary_heart_disease",0,0
2,2,"coronary_heart_disease",0,0
1,3,"coronary_heart_disease",0,0
2,3,"coronary_heart_disease",0,0
1,4,"coronary_heart_disease",0,0
2,4,"coronary_heart_disease",0,0
1,5,"coronary_heart_disease",0,0
2,5,"coronary_heart_disease",0,0
1,6,"coronary_heart_disease",0,0
2,6,"coronary_heart_disease",0,0
1,7,"coronary_heart_disease",0,0
2,7,"coronary_heart_disease",0,0
1,8,"coronary_heart_disease",0,0
2,8,"coronary_heart_disease",0,0
1,9,"coronary_heart_disease",0,0
2,9,"coronary_heart_disease",0,0
1,10,"coronary_heart_disease",0,0
2,10,"coronary_heart_disease",0,0
1,11,"coronary_heart_disease",0,0
2,11,"coronary_heart_disease",0,0
1,12,"coronary_heart_disease",0,0
2,12,"coronary_heart_disease",0,0
1,13,"coronary_heart_disease",0,0
2,13,"coronary_heart_disease",0,0
1,14,"coronary_heart_disease",0,0
2,14,"coronary_heart_disease",0,0
1,15,"coronary_heart_disease",0.0416447945159965,0.0447889104983165
2,15,"coronary_heart_disease",0.0421125830456221,0.04859890155042
1,16,"coronary_heart_disease",0.04216768195307,0.0454008723294875
2,16,"coronary_heart_disease",0.0423927911516703,0.0487560659783153
1,17,"coronary_heart_disease",0.0426971347070104,0.0460211955447297
2,17,"coronary_heart_disease",0.0426748637024287,0.0489137386616774
1,18,"coronary_heart_disease",0.0432802928924449,0.0467399760875192
2,18,"coronary_heart_disease",0.0429876813703629,0.0490887093479545
1,19,"coronary_heart_disease",0.0439191681780529,0.0475615462305222
2,19,"coronary_heart_disease",0.0433318914920992,0.0492811598476552
1,20,"coronary_heart_disease",0.0445432389299468,0.048350948647684
2,20,"coronary_heart_disease",0.0436641890910102,0.0494659041210321
1,21,"coronary_heart_disease",0.0450779927730953,0.0489643793045847
2,21,"coronary_heart_disease",0.0439399599326479,0.0496173857252464
1,22,"coronary_heart_disease",0.0454457998983794,0.0492522859919827
2,22,"coronary_heart_disease",0.0441136302240342,0.0497097836247103
1,23,"coronary_heart_disease",0.0456052935655546,0.0493161463297891
2,23,"coronary_heart_disease",0.0441697739549319,0.0497412120328257
1,24,"coronary_heart_disease",0.045603852917192,0.049358724227116
2,24,"coronary_heart_disease",0.044137582121072,0.0497285621400558
1,25,"coronary_heart_disease",0.0454971005396343,0.0493821555184849
2,25,"coronary_heart_disease",0.0440384835983541,0.0496741960137357
1,26,"coronary_heart_disease",0.0453411922141038,0.0493886042682673
2,26,"coronary_heart_disease",0.0438940952486365,0.0495805745105918
1,27,"coronary_heart_disease",0.0451918694820283,0.0493802548071116
2,27,"coronary_heart_disease",0.0437259493181703,0.0494502377793249
1,28,"coronary_heart_disease",0.0450404396776292,0.0493144801949348
2,28,"coronary_heart_disease",0.0435147399161617,0.0492620718750011
1,29,"coronary_heart_disease",0.0448503454709589,0.0491684363079086
2,29,"coronary_heart_disease",0.0432471894580748,0.0490152081112135
1,30,"coronary_heart_disease",0.0446349080412334,0.0489740171883117
2,30,"coronary_heart_disease",0.0429533298930318,0.0487422876690045
1,31,"coronary_heart_disease",0.0444072622743033,0.0487628464854097
2,31,"coronary_heart_disease",0.0426625036408,0.0484753371521108
1,32,"coronary_heart_disease",0.044180302116175,0.0485660685111737
2,32,"coronary_heart_disease",0.0424032839040201,0.0482457022852475
1,33,"coronary_heart_disease",0.0439457764656927,0.0483752962428664
2,33,"coronary_heart_disease",0.0421721766062712,0.0480485869501009
1,34,"coronary_heart_disease",0.043695445039589,0.0481700085031598
2,34,"coronary_heart_disease",0.0419498597242552,0.0478628042029083
1,35,"coronary_heart_disease",0.0434418264871188,0.0479626187231342
2,35,"coronary_heart_disease",0.0417405725560359,0.0476945985481149
1,36,"coronary_heart_disease",0.0431971597300918,0.0477653333753912
2,36,"coronary_heart_disease",0.0415484766230964,0.0475501400823264
1,37,"coronary_heart_disease",0.0429734118117684,0.0475901620754645
2,37,"coronary_heart_disease",0.041377671095009,0.0474355516364688
1,38,"coronary_heart_disease",0.0427636189601603,0.0474283415876897
2,38,"coronary_heart_disease",0.041225296218466,0.0473511733496932
1,39,"coronary_heart_disease",0.0425595956027208,0.0472717075615371
2,39,"coronary_heart_disease",0.0410882883056528,0.0472926335453268
1,40,"coronary_heart_disease",0.0423711538722561,0.0471329179780463
2,40,"coronary_heart_disease",0.0409703792436121,0.0472590069407993
1,41,"coronary_heart_disease",0.0422079420580401,0.047024495071767
2,41,"coronary_heart_disease",0.0408752795803247,0.0472494108858425
1,42,"coronary_heart_disease",0.0420794915699109,0.0469588897797832
2,42,"coronary_heart_disease",0.0408066979346402,0.0472630009274888
1,43,"coronary_heart_disease",0.0420002203604171,0.0469516976914407
2,43,"coronary_heart_disease",0.0407766350527167,0.0473113538006422
1,44,"coronary_heart_disease",0.0419633237033627,0.0469944444361885
2,44,"coronary_heart_disease",0.0407824298532355,0.0473951309572786
1,45,"coronary_heart_disease",0.0419466106373014,0.0470635387003698
2,45,"coronary_heart_disease",0.0408058773746717,0.0474971119237939
1,46,"coronary_heart_disease",0.041927987423864,0.0471353326074783
2,46,"coronary_heart_disease",0.0408287775909453,0.047599967352968
1,47,"coronary_heart_disease",0.0418854093879958,0.0471860486654121
2,47,"coronary_heart_disease",0.0408328972502563,0.0476862241945169
1,48,"coronary_heart_disease",0.041816131607437,0.0472145077757604
2,48,"coronary_heart_disease",0.0408184342110542,0.0477562098288508
1,49,"coronary_heart_disease",0.0417349256472098,0.0472365396129113
2,49,"coronary_heart_disease",0.0407975480533794,0.0478215335550284
1,50,"coronary_heart_disease",0.0416460708042766,0.0472538028090272
2,50,"coronary_heart_disease",0.0407699436877063,0.0478815467975562
1,51,"coronary_heart_disease",0.0415538166361196,0.0472679602724241
2,51,"coronary_heart_disease",0.0407353300707249,0.0479355994646676
1,52,"coronary_heart_disease",0.0414623773482123,0.0472806778001854
2,52,"coronary_heart_disease",0.0406934207068296,0.0479830407014791
1,53,"coronary_heart_disease",0.0413630377039914,0.0472897318079497
2,53,"coronary_heart_disease",0.040636824550837,0.048012198839086
1,54,"coronary_heart_disease",0.0412530755207359,0.0472968204908635
2,54,"coronary_heart_disease",0.0405658052995322,0.0480234611931517
1,55,"coronary_heart_disease",0.0411455708588649,0.0473094981255855
2,55,"coronary_heart_disease",0.0404915170269123,0.0480342957969731
1,56,"coronary_heart_disease",0.0410534709424742,0.0473353284916846
2,56,"coronary_heart_disease",0.0404250381222747,0.0480621931433442
1,57,"coronary_heart_disease",0.040989618242756,0.0473818998523902
2,57,"coronary_heart_disease",0.040377377467679,0.0481246964894778
1,58,"coronary_heart_disease",0.0409488656917605,0.0474607177080587
2,58,"coronary_heart_disease",0.0403377562109608,0.0482085010613754
1,59,"coronary_heart_disease",0.0409225265537642,0.0475802569255466
2,59,"coronary_heart_disease",0.0402987988244373,0.0483019955697928
1,60,"coronary_heart_disease",0.0409180899173393,0.0477436936793768
2,60,"coronary_heart_disease",0.0402765425051551,0.0484254791030489
1,61,"coronary_heart_disease",0.0409430701105332,0.0479543599052198
2,61,"coronary_heart_disease",0.0402870028223953,0.0485994966834683
1,62,"coronary_heart_disease",0.0410050538615069,0.0482157729295036
2,62,"coronary_heart_disease",0.0403462720860471,0.0488450092347018
1,63,"coronary_heart_disease",0.0411265086868476,0.0485564286642998
2,63,"coronary_heart_disease",0.0404807266526929,0.0491967396100478
1,64,"coronary_heart_disease",0.0413029033258589,0.0489760221938445
2,64,"coronary_heart_disease",0.0406803142304706,0.0496431226718932
1,65,"coronary_heart_disease",0.0415011643940947,0.0494342584519812
2,65,"coronary_heart_disease",0.0409063073290069,0.0501352081419359
1,66,"coronary_heart_disease",0.0416876705022071,0.04988946594489
2,66,"coronary_heart_disease",0.0411192419800752,0.0506222949415932
1,67,"coronary_heart_disease",0.0418282118902404,0.0502984470175698
2,67,"coronary_heart_disease",0.0412788542712029,0.0510517261557019
1,68,"coronary_heart_disease",0.0419231006534805,0.0506647117051599
2,68,"coronary_heart_disease",0.0413880948492749,0.0514308500271379
1,69,"coronary_heart_disease",0.0419947947016345,0.0510163602598412
2,69,"coronary_heart_disease",0.0414733635843036,0.0517939181113117
1,70,"coronary_heart_disease",0.0420419984410643,0.0513458892307246
2,70,"coronary_heart_disease",0.0415291241755914,0.0521270331126333
1,71,"coronary_heart_disease",0.0420634525031363,0.0516456348138899
2,71,"coronary_heart_disease",0.0415498674416007,0.0524159922415564
1,72,"coronary_heart_disease",0.0420579410181606,0.0519078104744115
2,72,"coronary_heart_disease",0.0415301536315418,0.0526463860622122
1,73,"coronary_heart_disease",0.0420124401537562,0.0521129208358078
2,73,"coronary_heart_disease",0.0414497006253723,0.0527896609600009
1,74,"coronary_heart_disease",0.0419278614997945,0.0522651405940979
2,74,"coronary_heart_disease",0.0413124336186858,0.0528542377181876
1,75,"coronary_heart_disease",0.0418238976355942,0.0523925016778954
2,75,"coronary_heart_disease",0.0411491879625906,0.0528815255809562
1,76,"coronary_heart_disease",0.0417201017544708,0.0525233909581211
2,76,"coronary_heart_disease",0.0409904284753667,0.0529131903189531
1,77,"coronary_heart_disease",0.0416358427604778,0.0526864925858519
2,77,"coronary_heart_disease",0.0408661697260963,0.0529910247214151
1,78,"coronary_heart_disease",0.041562423921558,0.0528694962476321
2,78,"coronary_heart_disease",0.0407709959002083,0.053100739607504
1,79,"coronary_heart_disease",0.0414869170633074,0.053053357676777
2,79,"coronary_heart_disease",0.0406847409769124,0.0532145399424909
1,80,"coronary_heart_disease",0.0414221562326165,0.0532571266590486
2,80,"coronary_heart_disease",0.0406149766733831,0.0533542866867274
1,81,"coronary_heart_disease",0.0413809009189791,0.0535001596091783
2,81,"coronary_heart_disease",0.0405692375557069,0.0535420954072688
1,82,"coronary_heart_disease",0.0413758889092207,0.0538022265623913
2,82,"coronary_heart_disease",0.0405550588424167,0.0538004890652149
1,83,"coronary_heart_disease",0.0414218881765174,0.0541919309306568
2,83,"coronary_heart_disease",0.0405899228546419,0.054164585414678
1,84,"coronary_heart_disease",0.0415105003622746,0.0546581151175603
2,84,"coronary_heart_disease",0.0406688636328141,0.0546216036057482
1,85,"coronary_heart_disease",0.0416197111803243,0.0551605076187304
2,85,"coronary_heart_disease",0.0407657371095013,0.055121750898283
1,86,"coronary_heart_disease",0.0417273369508968,0.05565745768529
2,86,"coronary_heart_disease",0.0408542122012774,0.0556135744090003
1,87,"coronary_heart_disease",0.0418109739423377,0.0561058197951725
2,87,"coronary_heart_disease",0.0409077401711569,0.0560437997843668
1,88,"coronary_heart_disease",0.0418806068478497,0.0565081351532805
2,88,"coronary_heart_disease",0.0409277459610569,0.0564051799166147
1,89,"coronary_heart_disease",0.0419511351952785,0.0568923578806909
2,89,"coronary_heart_disease",0.0409318432980544,0.0567320637542357
1,90,"coronary_heart_disease",0.0420073176805483,0.0572523305070457
2,90,"coronary_heart_disease",0.0409176838616044,0.0570325530885225
1,91,"coronary_heart_disease",0.042033841326025,0.0575817775522446
2,91,"coronary_heart_disease",0.0408829450426053,0.0573149796407164
1,92,"coronary_heart_disease",0.0420154015258142,0.0578743344167212
2,92,"coronary_heart_disease",0.0408253410086368,0.0575878718673969
1,93,"coronary_heart_disease",0.0419381637598133,0.0581154017853647
2,93,"coronary_heart_disease",0.0407364543895545,0.0578443273986339
1,94,"coronary_heart_disease",0.0418125656671413,0.0583082290487321
2,94,"coronary_heart_disease",0.0406180407579282,0.058078190017193
1,95,"coronary_heart_disease",0.041659736276233,0.0584734819038227
2,95,"coronary_heart_disease",0.0404830472642812,0.0582993848234011
1,96,"coronary_heart_disease",0.0415005917057463,0.0586321316954525
2,96,"coronary_heart_disease",0.0403442865654854,0.0585180062743094
1,97,"coronary_heart_disease",0.0413557512758594,0.0588053939834893
2,97,"coronary_heart_disease",0.0402144047329054,0.0587443049514762
1,98,"coronary_heart_disease",0.041225069263183,0.05899339566366
2,98,"coronary_heart_disease",0.0400933189780268,0.0589783634853836
1,99,"coronary_heart_disease",0.0410948001988368,0.0591819983878736
2,99,"coronary_heart_disease",0.039972597812905,0.0592133545930501
1,100,"coronary_heart_disease",0.0409649427779258,0.0593712040776765
